station,cape,lifted_index,sweat_index,k_index,pwat,storm_probability,forecast,created_at
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-06-07 00:04:11.324530
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-06-07 00:04:11.513738
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-06-07 00:06:39.230005
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-06-07 00:06:39.372715
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-06-07 12:11:49.007889
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-06-07 12:11:49.132408
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-06-07 12:11:49.221505
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-06-07 12:21:27.215495
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-06-07 12:21:27.381832
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-06-07 12:21:27.505654
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-06-07 12:21:27.609830
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-06-07 12:21:27.729385
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-06-07 12:26:26.913001
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-06-07 12:26:26.991168
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-06-07 12:26:27.071084
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-06-07 12:26:27.141479
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-06-07 12:26:27.215973
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-06-07 12:31:28.157056
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-06-07 12:31:28.233652
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-06-07 12:31:28.305159
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-06-07 12:31:28.379049
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-06-07 12:31:28.457667
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-06-07 12:36:28.603008
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-06-07 12:36:28.685680
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-06-07 12:36:28.776769
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-06-07 12:36:28.852197
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-06-07 12:36:28.928416
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-06-07 13:55:40.383532
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-06-07 13:55:40.932416
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-06-07 14:05:07.258413
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-06-07 14:05:07.362894
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-06-07 14:05:07.470077
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-06-07 14:05:07.559130
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-06-07 14:05:07.651790
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-06-07 14:10:07.104078
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-06-07 14:10:07.183078
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-06-07 14:10:07.257234
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-06-07 14:10:07.330048
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-06-07 14:10:07.413495
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-06-07 14:15:07.047618
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-06-07 14:15:07.129519
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-06-07 14:15:07.202071
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-06-07 14:15:07.284032
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-06-07 14:15:07.405555
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-06-07 14:17:33.253263
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-06-07 14:17:33.288004
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-06-07 14:17:33.318645
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-06-07 14:17:33.347564
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-06-07 14:17:33.386111
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-06-07 14:20:07.157271
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-06-07 14:20:07.259933
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-06-07 14:20:07.352313
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-06-07 14:20:07.444855
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-06-07 14:20:07.554154
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-06-07 14:59:24.592441
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-06-07 14:59:31.934028
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-06-07 14:59:38.782581
